index,top_ten_hashtags,date
117,"[('COVID19', 115), ('coronavirus', 38), ('covid19', 23), ('Covid_19', 15), ('covid', 10), ('Scotland', 9), ('WearAMask', 8), ('lockdown', 7), ('pandemic', 7), ('Covid19', 7)]",2020-07-15
118,"[('COVID19', 118), ('coronavirus', 33), ('covid19', 22), ('COVID__19', 12), ('Covid19', 11), ('Covid', 7), ('lockdown', 7), ('Leicester', 6), ('covid', 6), ('COVID', 6)]",2020-07-16
119,"[('COVID19', 76), ('COVID__19', 34), ('coronavirus', 25), ('covid19', 21), ('Covid19', 10), ('Coronavirus', 8), ('covid', 8), ('NHS', 7), ('covid_19', 4), ('COVID_19', 4)]",2020-07-17
120,"[('COVID19', 71), ('coronavirus', 63), ('covid19', 55), ('essex', 30), ('socialdistancimg', 30), ('braintreevillage', 30), ('braintree', 30), ('outletshopping', 30), ('designeroultet', 30), ('fashion', 30)]",2020-07-18
121,"[('COVID19', 57), ('coronavirus', 32), ('covid19', 22), ('Covid19', 11), ('COVID__19', 10), ('CoronaVirus', 6), ('COVIDー19', 5), ('staysafe', 5), ('covid', 5), ('Covid19UK', 5)]",2020-07-19
122,"[('COVID19', 59), ('covid19', 16), ('coronavirus', 15), ('staysafe', 6), ('Covid19', 5), ('COVID', 5), ('lockdown', 5), ('socialdistancing', 5), ('ALHAMDULILAH', 4), ('thanksgiving', 4)]",2020-07-20
123,"[('COVID19', 96), ('coronavirus', 32), ('covid19', 23), ('COVID', 11), ('Covid19', 8), ('nurses', 8), ('NHS', 8), ('covid', 7), ('payrise', 7), ('COVIDー19', 6)]",2020-07-21
124,"[('COVID19', 61), ('covid19', 25), ('coronavirus', 18), ('COVID', 10), ('Covid19', 10), ('covid', 6), ('healthy', 5), ('birminghamairport', 4), ('Coronavirus', 4), ('covi', 4)]",2020-07-22
125,"[('COVID19', 77), ('Covid_19', 23), ('covid19', 18), ('coronavirus', 16), ('Covid19', 13), ('COVID', 13), ('covid', 11), ('facemasks', 11), ('Covid', 8), ('WearAMask', 6)]",2020-07-23
126,"[('COVID19', 90), ('coronavirus', 28), ('covid19', 22), ('FixCare', 16), ('Covid_19', 15), ('facemasks', 11), ('facecoverings', 10), ('Covid19', 9), ('mask', 8), ('Covid', 8)]",2020-07-24
127,"[('COVID19', 55), ('coronavirus', 26), ('covid19', 21), ('Covid19', 7), ('covid_19', 6), ('covid', 6), ('staysafe', 6), ('melton', 5), ('mask', 5), ('meltonmowbray', 5)]",2020-07-25
128,"[('COVID19', 37), ('coronavirus', 28), ('covid19', 15), ('Spain', 8), ('Covid_19', 7), ('SpainQuarantine', 7), ('Coronavirus', 6), ('Covid', 5), ('NHS', 4), ('COVIDー19', 4)]",2020-07-26
129,"[('COVID19', 69), ('coronavirus', 28), ('covid19', 20), ('Covid19', 16), ('COVID', 10), ('covid', 7), ('Covid', 6), ('RSMCOVIDConf', 5), ('Covid_19', 4), ('CoronaVirus', 4)]",2020-07-27
130,"[('COVID19', 110), ('covid19', 23), ('coronavirus', 19), ('covid', 8), ('StaySafe', 7), ('lockdown', 6), ('WearAMask', 5), ('Covid19', 5), ('COVID', 5), ('Covid', 4)]",2020-07-28
131,"[('COVID19', 87), ('COVID__19', 28), ('coronavirus', 27), ('covid19', 18), ('Covid19', 12), ('covid_19', 8), ('Covid_19', 7), ('secondwave', 6), ('Brexit', 5), ('Covid', 5)]",2020-07-29
132,"[('COVID19', 89), ('COVID__19', 54), ('coronavirus', 28), ('covid19', 17), ('Covid19', 11), ('COVID', 10), ('covid', 9), ('WearAMask', 8), ('coronavirusuk', 8), ('Covid', 6)]",2020-07-30
133,"[('COVID19', 96), ('coronavirus', 24), ('covid19', 19), ('Covid', 14), ('Covid19', 10), ('covid', 10), ('lockdown', 9), ('Covid19UK', 9), ('COVID__19', 8), ('Coronavirus', 6)]",2020-07-31
134,"[('COVID19', 61), ('coronavirus', 25), ('covid19', 14), ('covid', 13), ('Covid_19', 11), ('COVID', 8), ('ViralAction', 7), ('Haz2020', 7), ('Covid19', 6), ('SocialDistancing', 6)]",2020-08-01
135,"[('Covid_19', 52), ('COVID19', 38), ('coronavirus', 28), ('covid19', 22), ('COVID', 12), ('Covid19', 10), ('ExcludedUK', 5), ('london', 5), ('sundayvibes', 5), ('Covid', 5)]",2020-08-02
136,"[('Covid_19', 71), ('COVID19', 48), ('coronavirus', 25), ('Covid19', 9), ('covid19', 7), ('lockdown', 7), ('covid', 7), ('COVID', 6), ('shielding', 5), ('Coronavirus', 5)]",2020-08-03
137,"[('COVID19', 100), ('coronavirus', 19), ('Covid_19', 16), ('covid19', 14), ('Aberdeen', 7), ('Covid19', 6), ('CoronaVirus', 5), ('examresults', 5), ('Covid', 5), ('NHS', 5)]",2020-08-04
138,"[('COVID19', 90), ('covid19', 19), ('coronavirus', 16), ('Covid19', 11), ('Aberdeen', 10), ('COVID', 10), ('lockdown', 9), ('survivingthevirus', 7), ('Covid19UK', 6), ('Scotland', 5)]",2020-08-05
139,"[('COVID19', 45), ('COVID__19', 39), ('coronavirus', 14), ('covid19', 14), ('lockdown', 7), ('StaySafe', 6), ('KRONKEOUT', 6), ('shielding', 6), ('COVID', 5), ('shielded', 5)]",2020-08-06
140,"[('COVID19', 60), ('COVID__19', 31), ('covid19', 18), ('coronavirus', 13), ('StaySafe', 7), ('covid', 6), ('lockdown', 5), ('SocialDistancing', 3), ('Covid19UK', 3), ('charity', 3)]",2020-08-07
141,"[('COVID19', 59), ('coronavirus', 20), ('covid19', 19), ('CoronaVirus', 12), ('CoronaVirusUk', 11), ('Instagram', 11), ('SocialMedia', 11), ('Life', 11), ('DayInTheLife', 11), ('CoronaUk', 11)]",2020-08-08
142,"[('COVID19', 83), ('coronavirus', 33), ('Covid19', 9), ('covid19', 7), ('SocialDistancing', 6), ('sundayvibes', 5), ('Covid', 5), ('BorisHasFailedUK', 5), ('Covid19UK', 5), ('streetscenes', 4)]",2020-08-09
143,"[('COVID19', 75), ('coronavirus', 17), ('covid19', 16), ('covid', 12), ('Covid19', 5), ('mondaythoughts', 5), ('art', 5), ('Covid', 4), ('WearAMask', 4), ('COVID', 4)]",2020-08-10
144,"[('COVID19', 91), ('coronavirus', 23), ('covid19', 14), ('WeMakeEvents', 9), ('covid', 8), ('Aldi', 7), ('COVID', 7), ('Tönnies', 7), ('Covid19', 5), ('lockdown', 5)]",2020-08-11
145,"[('COVID19', 86), ('coronavirus', 15), ('recession', 13), ('covid19', 10), ('change', 8), ('resilence', 8), ('shorehamcounsellors', 8), ('lyllylib', 8), ('mbc', 8), ('mbcounselling', 8)]",2020-08-12
146,"[('COVID19', 60), ('Covid_19', 29), ('coronavirus', 21), ('covid19', 9), ('AlevelResults', 7), ('Covid19', 6), ('ExamResults', 5), ('Covid19UK', 5), ('covid', 5), ('Capitalism', 3)]",2020-08-13
147,"[('Covid_19', 56), ('COVID19', 28), ('coronavirus', 17), ('lyllylib', 14), ('change', 14), ('mbcounselling', 14), ('mbc', 14), ('meditation', 14), ('shorehamcounsellors', 14), ('resilence', 14)]",2020-08-14
148,"[('COVID19', 62), ('Covid_19', 22), ('COVID', 11), ('coronavirus', 11), ('covid19', 10), ('covid', 8), ('lockdown', 6), ('SocialDistancing', 4), ('Covid19', 4), ('Covid', 4)]",2020-08-15
149,"[('COVID19', 62), ('covid19', 11), ('coronavirus', 9), ('Covid_19', 8), ('weareballymore', 8), ('NHS', 7), ('crowdfunder', 7), ('Covid19', 6), ('leasehold', 5), ('help', 4)]",2020-08-16
150,"[('COVID19', 102), ('coronavirus', 29), ('covid19', 18), ('Covid19', 14), ('NHS', 9), ('COVID', 7), ('SocialDistancing', 7), ('WearAMask', 6), ('ALevelsResults', 5), ('lockdown', 5)]",2020-08-17
151,"[('COVID19', 75), ('coronavirus', 19), ('covid', 9), ('COVID', 7), ('covid19', 6), ('Covid', 6), ('Covid_19', 5), ('CoronaVirus', 5), ('Covid19', 4), ('teamgynae', 4)]",2020-08-18
152,"[('Covid_19', 42), ('COVID19', 40), ('coronavirus', 19), ('covid19', 16), ('covid', 6), ('Covid19', 6), ('Covid', 6), ('StaySafe', 4), ('PritiPatel', 4), ('Capitalism', 4)]",2020-08-19
153,"[('Covid_19', 57), ('COVID19', 31), ('coronavirus', 11), ('covid19', 9), ('Covid19', 7), ('covid', 5), ('ThursdayThoughts', 4), ('lockdown', 4), ('mentalhealth', 3), ('earlydiagnosis', 3)]",2020-08-20
154,"[('COVID19', 79), ('CoronaVirus', 15), ('CoronaVirusUk', 14), ('DayInTheLife', 14), ('Life', 14), ('SocialMedia', 14), ('Instagram', 14), ('CoronaUk', 14), ('coronavirus', 14), ('covid19', 8)]",2020-08-21
155,"[('COVID19', 73), ('coronavirus', 21), ('Covid19', 10), ('covid19', 8), ('CoronaVirus', 8), ('NHS', 5), ('CoronaUk', 4), ('Covid', 4), ('CoronaVirusUk', 4), ('DayInTheLife', 4)]",2020-08-22
156,"[('COVID19', 71), ('CoronaVirus', 13), ('CoronaUk', 12), ('DayInTheLife', 12), ('Life', 12), ('SocialMedia', 12), ('Instagram', 12), ('CoronaVirusUk', 12), ('Covid', 12), ('coronavirus', 9)]",2020-08-23
157,"[('COVID19', 75), ('coronavirus', 8), ('schoolsreopening', 8), ('covid19', 6), ('COVID', 5), ('AllLivesMatter', 4), ('EatOutToHelpOut', 3), ('covid_19', 3), ('Covid19', 3), ('SocialDistancing', 3)]",2020-08-24
158,"[('COVID19', 90), ('Covid19', 11), ('coronavirus', 11), ('covid19', 11), ('covid', 5), ('StaySafe', 5), ('change', 5), ('mbc', 4), ('lyllylib', 4), ('meditation', 4)]",2020-08-25
159,"[('COVID19', 45), ('COVID', 16), ('Covid19', 14), ('coronavirus', 13), ('covid19', 13), ('Coronavirus', 5), ('covid', 5), ('covid_19', 4), ('Covid', 4), ('COVID__19', 4)]",2020-08-26
160,"[('COVID19', 63), ('coronavirus', 15), ('Covid', 8), ('covid19', 7), ('CoronaVirus', 5), ('Covid19', 5), ('CoronaVirusUk', 4), ('CoronaUk', 4), ('DayInTheLife', 4), ('Life', 4)]",2020-08-27
161,"[('COVID19', 53), ('coronavírus', 11), ('mbc', 11), ('change', 11), ('resilence', 11), ('shorehamcounsellors', 11), ('meditation', 11), ('lyllylib', 11), ('mbcounselling', 11), ('bekind', 11)]",2020-08-28
162,"[('COVID19', 22), ('coronavirus', 18), ('covid19', 18), ('COVID', 12), ('pandemic', 9), ('londonprotest', 9), ('Stopthelockdown', 9), ('StopNewNormal', 9), ('OLYMPUS', 9), ('stevesevilempire', 8)]",2020-08-29
163,"[('COVID19', 45), ('coronavirus', 14), ('covid19', 8), ('Covid19', 6), ('COVID', 6), ('covid', 4), ('SundayThoughts', 4), ('COVIDー19', 4), ('sundayvibes', 3), ('Coronavirus', 3)]",2020-08-30
164,"[('COVID19', 53), ('covid19', 15), ('Coronavirus', 12), ('covid', 9), ('coronavirus', 8), ('WearAMask', 5), ('coronavirusuk', 5), ('lockdown', 5), ('COVID', 4), ('SocialDistancing', 4)]",2020-08-31
165,"[('COVID19', 54), ('COVID', 20), ('coronavirus', 20), ('covid19', 12), ('Covid19', 10), ('change', 6), ('Covid19UK', 6), ('bekind', 5), ('mbc', 5), ('lyllylib', 5)]",2020-09-01
166,"[('COVID19', 69), ('coronavirus', 18), ('covid19', 8), ('PMQs', 8), ('Covid19', 6), ('SocialDistancing', 5), ('COVID', 4), ('lettings', 4), ('BackToSchool', 4), ('change', 3)]",2020-09-02
167,"[('Covid_19', 58), ('COVID19', 32), ('Covid19', 14), ('coronavirus', 10), ('covid19', 10), ('coronavírus', 9), ('mbc', 9), ('lyllylib', 9), ('meditation', 9), ('shorehamcounsellors', 9)]",2020-09-03
168,"[('Covid_19', 62), ('COVID19', 31), ('covid', 9), ('COVID', 9), ('coronavirus', 9), ('covid19', 7), ('Covid19', 6), ('Covid', 5), ('Leeds', 4), ('Pandemic', 3)]",2020-09-04
169,"[('COVID19', 42), ('covid19', 10), ('coronavirus', 10), ('covid', 10), ('Covid_19', 9), ('CoronaVirus', 7), ('Covid19', 5), ('CoronaVirusUk', 4), ('lockdown', 4), ('CoronaUk', 4)]",2020-09-05
170,"[('COVID19', 44), ('covid19', 13), ('covid', 10), ('Covid19', 9), ('coronavirus', 9), ('COVID', 5), ('Covid19UK', 4), ('secondwave', 4), ('DreamLab', 3), ('COVIDIOTS', 3)]",2020-09-06
171,"[('COVID19', 55), ('COVID', 21), ('coronavirus', 17), ('covid', 15), ('Covid19UK', 14), ('GlasgowGreen', 11), ('Rally', 11), ('Conspiracytheory', 11), ('Antimask', 11), ('March', 11)]",2020-09-07
172,"[('COVID19', 101), ('coronavirus', 23), ('Covid19UK', 21), ('COVID', 20), ('covid', 15), ('covid19', 14), ('Covid19', 11), ('birthblissdoulas', 6), ('lockedoutofbirth', 6), ('butnotmaternity', 6)]",2020-09-08
173,"[('COVID19', 109), ('coronavirus', 23), ('coronavirusuk', 20), ('Covid19UK', 20), ('covid19', 15), ('covid', 15), ('Covid19', 13), ('TrumpKnew', 13), ('COVID', 8), ('lockdown', 6)]",2020-09-09
174,"[('COVID19', 65), ('Covid19', 27), ('COVID', 21), ('covid19', 17), ('coronavirus', 14), ('Covid19UK', 13), ('covid', 12), ('CovidUK', 10), ('ProtectScotland', 10), ('Covid_19', 9)]",2020-09-10
175,"[('COVID19', 70), ('coronavirus', 26), ('Covid19', 16), ('Covid', 15), ('Covid19UK', 12), ('Covid_19', 12), ('covid', 9), ('covid19', 7), ('BBCScotlandSwitchOff', 7), ('COVID', 6)]",2020-09-11
176,"[('COVID19', 55), ('coronavirus', 24), ('covid19', 17), ('covid', 11), ('Covid19', 10), ('Covid', 8), ('COVID', 8), ('bekind', 7), ('Trump', 7), ('Covid19UK', 6)]",2020-09-12
177,"[('COVID19', 62), ('coronavirus', 22), ('covid19', 12), ('Covid', 9), ('Covid19', 9), ('COVID', 7), ('covid', 7), ('Covid19UK', 5), ('lockdown', 5), ('NHS', 5)]",2020-09-13
178,"[('COVID19', 90), ('Covid_19', 47), ('coronavirus', 18), ('covid19', 16), ('covid', 10), ('RuleOfSix', 9), ('COVID', 9), ('Covid19', 8), ('MondayMotivation', 8), ('Covid19UK', 7)]",2020-09-14
179,"[('Covid_19', 78), ('COVID19', 39), ('coronavirus', 16), ('CovidTesting', 11), ('COVID', 10), ('Covid19', 9), ('Covid', 8), ('covid', 7), ('covid19', 5), ('covid_19', 4)]",2020-09-15
180,"[('COVID19', 71), ('coronavirus', 25), ('Covid_19', 23), ('CovidTesting', 15), ('PMQs', 12), ('covid19', 11), ('Covid19', 8), ('Covid', 6), ('covid', 6), ('coronavirusuk', 5)]",2020-09-16
181,"[('COVID19', 102), ('coronavirus', 29), ('COVID__19', 24), ('bbcqt', 17), ('Covid19', 15), ('covid', 10), ('COVID', 10), ('CovidTesting', 8), ('covid_19', 7), ('Capitalism', 7)]",2020-09-17
182,"[('COVID19', 67), ('COVID__19', 63), ('lockdownUK', 9), ('covid', 8), ('lockdown', 8), ('coronavirus', 8), ('Covid19', 8), ('Covid19UK', 7), ('covid19', 7), ('northeastlockdown', 5)]",2020-09-18
183,"[('COVID19', 46), ('COVID__19', 27), ('coronavirus', 25), ('covid19', 13), ('COVID', 12), ('Covid19', 11), ('covid', 11), ('Covid', 8), ('SecondWave', 6), ('COVIDIDIOTS', 5)]",2020-09-19
184,"[('COVID19', 65), ('coronavirus', 17), ('covid19', 12), ('bekind', 11), ('shorehamcounsellors', 11), ('mentalhealthawareness', 11), ('mbc', 11), ('lyllylib', 11), ('meditation', 11), ('change', 11)]",2020-09-20
185,"[('Covid_19', 101), ('COVID19', 43), ('coronavirus', 26), ('Covid19UK', 25), ('covid', 18), ('Covid19', 14), ('shielding', 10), ('Lockdown2', 9), ('Covid', 8), ('covid19', 8)]",2020-09-21
186,"[('Covid_19', 194), ('COVID19', 105), ('covidbriefing', 79), ('Lockdown2', 38), ('coronavirus', 33), ('BorisJohnson', 29), ('covid', 25), ('Covid', 19), ('Covid19UK', 15), ('covid19', 14)]",2020-09-22
187,"[('COVID19', 136), ('Covid_19', 27), ('coronavirus', 26), ('covid', 17), ('covid19', 16), ('Lockdown2', 11), ('Covid19UK', 9), ('covid_19', 7), ('Covid', 7), ('Covid19', 7)]",2020-09-23
188,"[('COVID19', 118), ('Covid19', 22), ('coronavirus', 22), ('covid19', 16), ('Covid', 10), ('NHSCOVID19app', 8), ('covid', 8), ('covid_19', 8), ('TrackandTrace', 7), ('CovidUK', 6)]",2020-09-24
189,"[('COVID19', 70), ('CovidUK', 14), ('covid19', 13), ('Covid', 12), ('coronavirus', 12), ('covid', 11), ('Covid19', 10), ('Covid19UK', 9), ('Brexit', 7), ('covid_19', 6)]",2020-09-25
190,"[('COVID19', 42), ('coronavirus', 17), ('covid', 14), ('covid19', 11), ('CovidUK', 10), ('Covid', 10), ('Coronavirus', 8), ('Covid19', 8), ('COVIDー19', 8), ('covid_19', 7)]",2020-09-26
191,"[('COVID19', 34), ('Covid19', 14), ('covid', 11), ('coronavirus', 11), ('Covid', 7), ('covid19', 5), ('covid_19', 5), ('COVID', 5), ('Capitalism', 4), ('COVIDー19', 4)]",2020-09-27
192,"[('COVID19', 106), ('coronavirus', 20), ('covid19', 12), ('covid', 11), ('Covid19', 10), ('SocialDistancing', 6), ('lockdown', 5), ('Covid', 5), ('Covid19UK', 5), ('CovidUK', 5)]",2020-09-28
193,"[('COVID19', 138), ('Covid19', 13), ('covid19', 13), ('COVID', 11), ('coronavirus', 10), ('Brexit', 10), ('Covid19UK', 8), ('KayBurley', 7), ('pandemic', 7), ('covid', 7)]",2020-09-29
194,"[('COVID19', 114), ('Covid19', 10), ('coronavirus', 10), ('WeMakeEvents', 10), ('covid19', 9), ('Covid19UK', 7), ('covid', 7), ('Covid', 6), ('COVIDIDIOTS', 5), ('LightItInRed', 4)]",2020-09-30
195,"[('COVID19', 102), ('coronavirus', 21), ('Covid19', 15), ('Covid19UK', 14), ('Covid', 9), ('covid19', 7), ('covid', 7), ('COVIDIOTS', 6), ('Coronavirus', 6), ('COVID', 5)]",2020-10-01
196,"[('COVID19', 161), ('coronavirus', 28), ('TrumpHasCovid', 28), ('Trump', 28), ('Covid19', 19), ('TrumpCovid', 16), ('covid', 14), ('Covid', 12), ('DonaldTrump', 10), ('TrumpVirus', 9)]",2020-10-02
197,"[('COVID19', 113), ('coronavirus', 16), ('COVID', 11), ('covid19', 7), ('Trump', 7), ('covid', 7), ('Covid19', 6), ('TrumpCovid', 6), ('COVIDIOTS', 5), ('WearAMask', 5)]",2020-10-03
198,"[('COVID19', 57), ('covid19', 14), ('coronavirus', 9), ('COVIDIOTS', 6), ('Covid', 6), ('Coronavirus', 5), ('avfc', 5), ('covid', 4), ('Covid19', 4), ('Covid_19', 4)]",2020-10-04
199,"[('COVID19', 108), ('coronavirus', 16), ('covid', 13), ('covid19', 9), ('TrumpCovid19', 8), ('SercoTestAndTrace', 8), ('Covid', 7), ('COVIDIOT', 7), ('Covid19', 6), ('Covid19UK', 6)]",2020-10-05
200,"[('COVID19', 60), ('Covid_19', 29), ('coronavirus', 12), ('covid19', 11), ('Covid19', 10), ('covid', 9), ('TrumpCovid19', 6), ('COVIDIOT', 6), ('WearAMask', 5), ('Covid', 5)]",2020-10-06
201,"[('Covid_19', 107), ('COVID19', 36), ('coronavirus', 21), ('Covid19', 14), ('covid19', 13), ('Covid', 11), ('Trump', 10), ('covid', 8), ('Scotland', 6), ('Sturgeon', 6)]",2020-10-07
202,"[('COVID19', 87), ('Covid_19', 43), ('covid', 21), ('Covid19UK', 12), ('coronavirus', 11), ('covid19', 10), ('CovidUK', 10), ('Covid19', 8), ('bbcQT', 7), ('COVID', 7)]",2020-10-08
203,"[('COVID19', 64), ('COVID__19', 19), ('coronavirus', 13), ('Covid19', 12), ('covid19', 10), ('Covid', 9), ('covid', 9), ('COVID', 7), ('CovidUK', 7), ('Covid_19', 5)]",2020-10-09
204,"[('COVID19', 49), ('COVID__19', 43), ('WorldMentalHealthDay', 17), ('Covid', 9), ('covid19', 9), ('worldmentalhealthday2020', 8), ('coronavirus', 8), ('Covid19', 6), ('NHS', 6), ('covid_19', 5)]",2020-10-10
205,"[('COVID19', 67), ('COVID__19', 42), ('coronavirus', 22), ('lockdown', 12), ('covid', 10), ('COVID', 9), ('covid19', 9), ('Covid', 8), ('Covid19', 7), ('Covid19UK', 7)]",2020-10-11
206,"[('COVID19', 134), ('coronavirusuk', 29), ('covidbriefing', 25), ('coronavirus', 23), ('lockdown', 19), ('Covid19', 17), ('Covid19UK', 16), ('covid19', 12), ('covid', 11), ('COVID', 11)]",2020-10-12
207,"[('COVID19', 97), ('coronavirus', 16), ('covid', 15), ('covid19', 8), ('Covid19UK', 7), ('Covid', 7), ('Covid19', 7), ('lockdown', 6), ('COVID', 6), ('CoronaVirus', 5)]",2020-10-13
208,"[('COVID19', 104), ('coronavirus', 24), ('COVID', 12), ('covid', 11), ('Covid', 11), ('COVIDIOTS', 10), ('covid19', 10), ('Covid19UK', 7), ('lockdown', 7), ('CovidUK', 6)]",2020-10-14
209,"[('COVID__19', 49), ('COVID19', 48), ('COVID', 20), ('Covid19', 20), ('covid19', 18), ('covid', 17), ('coronavirus', 15), ('lockdown', 10), ('CovidUK', 8), ('tier2', 7)]",2020-10-15
210,"[('COVID19', 59), ('coronavirus', 31), ('COVID__19', 23), ('Covid19', 23), ('CovidUK', 10), ('covid19', 10), ('covid', 8), ('Covid', 8), ('BorisTheLiar', 8), ('coronavirusuk', 4)]",2020-10-16
211,"[('COVID19', 69), ('coronavirus', 17), ('Covid', 11), ('CovidUK', 11), ('Covid19', 10), ('Strictly', 8), ('covid19', 5), ('COVID__19', 4), ('tier3', 4), ('COVIDIOTS', 4)]",2020-10-17
212,"[('COVID19', 64), ('coronavirus', 15), ('Coronavirus', 11), ('covid', 10), ('CovidUK', 10), ('covid19', 9), ('Covid19', 8), ('Covid', 7), ('Covid19UK', 7), ('COVIDIOTS', 6)]",2020-10-18
213,"[('COVID19', 96), ('coronavirus', 16), ('covid', 16), ('covid19', 9), ('Covid19UK', 8), ('lockdown', 8), ('COVID', 7), ('waleslockdown', 6), ('mentalhealthawareness', 6), ('COVIDIOTS', 5)]",2020-10-19
214,"[('COVID19', 71), ('coronavirus', 18), ('Covid19UK', 16), ('covid19', 14), ('Covid', 14), ('covid', 10), ('manchesterlockdown', 9), ('Covid19', 9), ('COVID', 7), ('BorisJohnson', 7)]",2020-10-20
215,"[('COVID19', 86), ('coronavirus', 14), ('covid', 12), ('COVID', 10), ('Covid19UK', 9), ('mentalhealthawareness', 8), ('Covid_19', 7), ('BlackHistoryMonth', 6), ('covid19', 6), ('Covid', 5)]",2020-10-21
216,"[('COVID19', 61), ('Covid_19', 22), ('COVID', 12), ('mentalhealthawareness', 10), ('Covid', 10), ('covid', 10), ('covid19', 8), ('Covid19', 7), ('FreeSchoolMeals', 6), ('NHS', 6)]",2020-10-22
217,"[('COVID19', 57), ('covid', 22), ('coronavirus', 12), ('Covid19UK', 9), ('Covid_19', 8), ('covid19', 8), ('Covid19', 7), ('CoronaVirus', 7), ('FreeSchoolMeals', 5), ('covid_19', 5)]",2020-10-23
218,"[('COVID19', 81), ('covid', 15), ('covid19', 13), ('COVID', 12), ('coronavirus', 11), ('Covid19UK', 8), ('ToryScum', 5), ('Covid19', 5), ('Covid', 3), ('WelshLockdown', 3)]",2020-10-24
219,"[('COVID19', 82), ('covid19', 13), ('Covid19', 11), ('covid', 11), ('coronavirus', 9), ('lockdown', 8), ('Covid', 7), ('COVID', 7), ('SundayThoughts', 4), ('TrumpSurrendered', 4)]",2020-10-25
220,"[('COVID19', 64), ('mentalhealthawareness', 22), ('covid', 14), ('coronavirus', 12), ('change', 11), ('resilence', 11), ('mbcounselling', 11), ('mbc', 11), ('COVID', 11), ('lyllylib', 11)]",2020-10-26
221,"[('COVID19', 81), ('mentalhealthawareness', 20), ('bekind', 11), ('Covid19', 11), ('mbcounselling', 10), ('resilence', 10), ('mbc', 10), ('lyllylib', 10), ('meditation', 10), ('shorehamcounsellors', 10)]",2020-10-27
222,"[('COVID19', 79), ('covid', 15), ('COVID', 11), ('covid19', 11), ('coronavirus', 11), ('Covid', 8), ('Covid19', 6), ('covid_19', 5), ('indyref2', 4), ('DissolveTheUnion', 4)]",2020-10-28
223,"[('COVID19', 88), ('mentalhealthawareness', 14), ('Covid', 11), ('coronavirus', 9), ('COVID', 9), ('Covid19', 8), ('mbcounselling', 7), ('coronavírus', 7), ('change', 7), ('resilence', 7)]",2020-10-29
224,"[('COVID19', 90), ('coronavirus', 14), ('Covid19UK', 11), ('covid', 10), ('lockdown', 9), ('COVID', 9), ('covid19', 8), ('Halloween', 7), ('Covid19', 6), ('Covid', 6)]",2020-10-30
225,"[('COVID19', 134), ('Lockdown2', 77), ('coronavirus', 60), ('covid', 42), ('BorisJohnson', 31), ('COVID', 27), ('covid19', 24), ('lockdown', 22), ('lockdownUK', 20), ('Covid', 20)]",2020-10-31
226,"[('COVID19', 72), ('coronavirus', 29), ('covid', 24), ('lockdown', 21), ('covid19', 16), ('Lockdown2', 15), ('Covid19UK', 11), ('lockdownUK', 11), ('COVIDIOTS', 9), ('SecondLockdown', 8)]",2020-11-01
227,"[('COVID19', 70), ('covid', 17), ('coronavirus', 16), ('SaveOurSports', 15), ('COVID', 14), ('OpenOurPools', 14), ('Covid', 11), ('lockdown', 8), ('covid_19', 8), ('COVIDIOTS', 7)]",2020-11-02
228,"[('COVID19', 74), ('COVID', 15), ('coronavirus', 15), ('covid19', 13), ('Covid19', 12), ('Covid19UK', 9), ('lockdown2uk', 9), ('MMT', 9), ('covid', 9), ('PayUsOurSP', 7)]",2020-11-03
229,"[('COVID19', 81), ('covid', 16), ('lockdown', 14), ('coronavirus', 12), ('COVID', 11), ('covid19', 11), ('Covid19UK', 10), ('covid_19', 8), ('Lockdown2', 7), ('lockdown2', 7)]",2020-11-04
230,"[('COVID19', 65), ('coronavirus', 19), ('lockdown', 17), ('covid', 15), ('Covid19', 14), ('covid19', 11), ('Lockdown2', 10), ('lockdown2', 8), ('COVID', 7), ('Covid19UK', 7)]",2020-11-05
231,"[('COVID19', 57), ('covid', 14), ('Covid19', 13), ('covid19', 11), ('lockdown', 9), ('lockdown2uk', 8), ('coronavirus', 8), ('covid_19', 8), ('LetsGetTested', 6), ('Lockdown2', 5)]",2020-11-06
232,"[('COVID19', 35), ('covid19', 13), ('coronavirus', 13), ('lockdown', 12), ('Covid19', 10), ('COVID', 8), ('lockdown2uk', 7), ('Lockdown2', 7), ('COVIDー19', 7), ('covid', 7)]",2020-11-07
233,"[('COVID19', 37), ('coronavirus', 10), ('covid', 8), ('Covid', 8), ('covid19', 8), ('Covid19', 6), ('WeWillRememberThem', 6), ('Lockdown2', 6), ('COVID', 6), ('Brexit', 6)]",2020-11-08
234,"[('COVID19', 135), ('vaccine', 23), ('ExcludedUK', 14), ('GapsInSupport', 13), ('CovidVaccine', 13), ('covid', 12), ('coronavirus', 12), ('covid19', 9), ('NHS', 8), ('Pfizer', 8)]",2020-11-09
235,"[('COVID19', 35), ('Covid_19', 30), ('coronavirus', 14), ('covid19', 12), ('covid', 11), ('Covid19', 10), ('vaccine', 10), ('Covid', 8), ('CovidVaccine', 7), ('covid_19', 6)]",2020-11-10
236,"[('COVID19', 43), ('Covid_19', 39), ('covid', 8), ('coronavirus', 8), ('COVID', 6), ('covid19', 6), ('ExcludedUK', 6), ('Covid', 6), ('CovidVaccine', 5), ('50sWomen', 5)]",2020-11-11
