date,country,areaCode,newCasesByPublishDate,cumCasesByPublishDate,newDeathsByDeathDate,cumDeathsByDeathDate
2020-07-06,Scotland,S92000003,4,18300,0,2549
2020-07-05,Scotland,S92000003,9,18296,1,2549
2020-07-04,Scotland,S92000003,11,18287,0,2548
2020-07-03,Scotland,S92000003,12,18276,1,2548
2020-07-02,Scotland,S92000003,5,18264,0,2547
2020-07-01,Scotland,S92000003,8,18259,0,2547
2020-06-30,Scotland,S92000003,10,18251,0,2547
2020-06-29,Scotland,S92000003,5,18241,1,2547
2020-06-28,Scotland,S92000003,8,18236,1,2546
2020-06-27,Scotland,S92000003,15,18228,4,2545
2020-06-26,Scotland,S92000003,17,18213,0,2541
2020-06-25,Scotland,S92000003,5,18196,0,2541
2020-06-24,Scotland,S92000003,9,18191,1,2541
2020-06-23,Scotland,S92000003,12,18182,1,2540
2020-06-22,Scotland,S92000003,14,18170,3,2539
2020-06-21,Scotland,S92000003,26,18156,2,2536
2020-06-20,Scotland,S92000003,26,18130,3,2534
2020-06-19,Scotland,S92000003,27,18104,0,2531
2020-06-18,Scotland,S92000003,11,18077,3,2531
2020-06-17,Scotland,S92000003,21,18066,3,2528
2020-06-16,Scotland,S92000003,15,18045,6,2525
2020-06-15,Scotland,S92000003,29,18030,3,2519
2020-06-14,Scotland,S92000003,25,15755,4,2516
2020-06-13,Scotland,S92000003,21,15730,3,2512
2020-06-12,Scotland,S92000003,27,15709,2,2509
2020-06-11,Scotland,S92000003,17,15682,2,2507
2020-06-10,Scotland,S92000003,12,15665,5,2505
2020-06-09,Scotland,S92000003,14,15653,1,2500
2020-06-08,Scotland,S92000003,18,15639,6,2499
2020-06-07,Scotland,S92000003,18,15621,7,2493
2020-06-06,Scotland,S92000003,21,15603,3,2486
2020-06-05,Scotland,S92000003,29,15582,9,2483
2020-06-04,Scotland,S92000003,49,15553,2,2474
2020-06-03,Scotland,S92000003,33,15504,8,2472
2020-06-02,Scotland,S92000003,53,15471,6,2464
2020-06-01,Scotland,S92000003,18,15418,3,2458
2020-05-31,Scotland,S92000003,18,15400,6,2455
2020-05-30,Scotland,S92000003,55,15382,6,2449
2020-05-29,Scotland,S92000003,39,15327,11,2443
2020-05-28,Scotland,S92000003,48,15288,16,2432
2020-05-27,Scotland,S92000003,55,15240,16,2416
2020-05-26,Scotland,S92000003,29,15185,14,2400
2020-05-25,Scotland,S92000003,55,15156,14,2386
2020-05-24,Scotland,S92000003,60,15101,8,2372
2020-05-23,Scotland,S92000003,72,15041,11,2364
2020-05-22,Scotland,S92000003,113,14969,17,2353
2020-05-21,Scotland,S92000003,105,14856,24,2336
2020-05-20,Scotland,S92000003,96,14751,22,2312
2020-05-19,Scotland,S92000003,61,14655,28,2290
2020-05-18,Scotland,S92000003,57,14594,23,2262
2020-05-17,Scotland,S92000003,90,14537,26,2239
2020-05-16,Scotland,S92000003,187,14447,29,2213
2020-05-15,Scotland,S92000003,143,14260,26,2184
2020-05-14,Scotland,S92000003,188,14117,35,2158
2020-05-13,Scotland,S92000003,166,13929,42,2123
2020-05-12,Scotland,S92000003,136,13763,31,2081
2020-05-11,Scotland,S92000003,141,13627,32,2050
2020-05-10,Scotland,S92000003,181,13486,28,2018
2020-05-09,Scotland,S92000003,156,13305,34,1990
2020-05-08,Scotland,S92000003,225,13149,34,1956
2020-05-07,Scotland,S92000003,215,12924,40,1922
2020-05-06,Scotland,S92000003,272,12709,43,1882
2020-05-05,Scotland,S92000003,171,12437,50,1839
2020-05-04,Scotland,S92000003,169,12266,40,1789
2020-05-03,Scotland,S92000003,170,12097,37,1749
2020-05-02,Scotland,S92000003,273,11927,44,1712
2020-05-01,Scotland,S92000003,301,11654,48,1668
2020-04-30,Scotland,S92000003,319,11353,43,1620
2020-04-29,Scotland,S92000003,313,11034,38,1577
2020-04-28,Scotland,S92000003,200,10721,40,1539
2020-04-27,Scotland,S92000003,197,10521,60,1499
2020-04-26,Scotland,S92000003,273,10324,43,1439
2020-04-25,Scotland,S92000003,354,10051,48,1396
2020-04-24,Scotland,S92000003,288,9697,38,1348
2020-04-23,Scotland,S92000003,371,9409,49,1310
2020-04-22,Scotland,S92000003,366,9038,46,1261
2020-04-21,Scotland,S92000003,222,8672,51,1215
2020-04-20,Scotland,S92000003,263,8450,61,1164
2020-04-19,Scotland,S92000003,367,8187,46,1103
2020-04-18,Scotland,S92000003,411,7820,52,1057
2020-04-17,Scotland,S92000003,307,7409,38,1005
2020-04-16,Scotland,S92000003,354,7102,43,967
2020-04-15,Scotland,S92000003,390,6748,42,924
2020-04-14,Scotland,S92000003,291,6358,51,882
2020-04-13,Scotland,S92000003,155,6067,41,831
2020-04-12,Scotland,S92000003,322,5912,47,790
2020-04-11,Scotland,S92000003,315,5590,51,743
2020-04-10,Scotland,S92000003,318,5275,58,692
2020-04-09,Scotland,S92000003,392,4957,66,634
2020-04-08,Scotland,S92000003,336,4565,54,568
2020-04-07,Scotland,S92000003,268,4229,49,514
2020-04-06,Scotland,S92000003,255,3961,63,465
2020-04-05,Scotland,S92000003,361,3706,47,402
2020-04-04,Scotland,S92000003,344,3345,28,355
2020-04-03,Scotland,S92000003,399,3001,58,327
2020-04-02,Scotland,S92000003,292,2602,36,269
2020-04-01,Scotland,S92000003,317,2310,46,233
2020-03-31,Scotland,S92000003,430,1993,38,187
2020-03-30,Scotland,S92000003,179,1563,30,149
2020-03-29,Scotland,S92000003,139,1384,20,119
2020-03-28,Scotland,S92000003,186,1245,29,99
2020-03-27,Scotland,S92000003,165,1059,11,70
2020-03-26,Scotland,S92000003,175,894,12,59
2020-03-25,Scotland,S92000003,135,719,11,47
2020-03-24,Scotland,S92000003,85,584,7,36
2020-03-23,Scotland,S92000003,83,499,4,29
2020-03-22,Scotland,S92000003,43,416,5,25
2020-03-21,Scotland,S92000003,51,373,6,20
2020-03-20,Scotland,S92000003,56,322,14,14
2021-03-25,Wales,W92000004,227,208504,0,0
2021-03-24,Wales,W92000004,159,208277,0,0
2021-03-23,Wales,W92000004,127,208119,0,0
2021-03-22,Wales,W92000004,150,207992,0,0
2021-03-21,Wales,W92000004,196,207842,0,0
2021-03-20,Wales,W92000004,208,207646,0,0
2021-03-19,Wales,W92000004,201,207438,0,0
2021-03-18,Wales,W92000004,297,207237,0,0
2021-03-17,Wales,W92000004,145,206940,0,0
2021-03-16,Wales,W92000004,142,206795,0,0
2021-03-15,Wales,W92000004,248,206653,0,0
2021-03-14,Wales,W92000004,217,206405,0,0
2021-03-13,Wales,W92000004,210,206188,0,0
2021-03-12,Wales,W92000004,190,205978,0,0
2021-03-11,Wales,W92000004,195,205788,0,0
2021-03-10,Wales,W92000004,225,205593,0,0
2021-03-09,Wales,W92000004,166,205368,0,0
2021-03-08,Wales,W92000004,164,205202,0,0
2021-03-07,Wales,W92000004,152,205038,0,0
2021-03-06,Wales,W92000004,195,204886,0,0
2021-03-05,Wales,W92000004,230,204692,0,0
2021-03-04,Wales,W92000004,267,204463,0,0
2021-03-03,Wales,W92000004,208,204196,0,0
2021-03-02,Wales,W92000004,170,203988,0,0
2021-03-01,Wales,W92000004,193,203818,0,0
2021-02-28,Wales,W92000004,247,203625,0,0
2021-02-27,Wales,W92000004,198,203378,0,0
2021-02-26,Wales,W92000004,308,203180,0,0
2021-02-25,Wales,W92000004,312,202872,0,0
2021-02-24,Wales,W92000004,236,202560,0,0
2021-02-23,Wales,W92000004,317,202324,0,0
2021-02-22,Wales,W92000004,319,202007,0,0
2021-02-21,Wales,W92000004,336,201688,0,0
2021-02-20,Wales,W92000004,363,201352,0,0
2021-02-19,Wales,W92000004,533,200989,0,0
2021-02-18,Wales,W92000004,290,200456,0,0
2021-02-17,Wales,W92000004,374,200166,0,0
2021-02-16,Wales,W92000004,275,199793,0,0
2021-02-15,Wales,W92000004,363,199518,0,0
2021-02-14,Wales,W92000004,394,199155,0,0
2021-02-13,Wales,W92000004,400,198761,0,0
2021-02-12,Wales,W92000004,608,198362,0,0
2021-02-11,Wales,W92000004,410,197754,0,0
2021-02-10,Wales,W92000004,323,197344,0,0
2021-02-09,Wales,W92000004,351,197021,0,0
2021-02-08,Wales,W92000004,610,196670,0,0
2021-02-07,Wales,W92000004,461,196060,0,0
2021-02-06,Wales,W92000004,675,195599,0,0
2021-02-05,Wales,W92000004,399,194924,0,0
2021-02-04,Wales,W92000004,544,194525,0,0
2021-02-03,Wales,W92000004,455,193981,0,0
2021-02-02,Wales,W92000004,614,193526,0,0
2021-02-01,Wales,W92000004,630,192912,0,0
2021-01-31,Wales,W92000004,605,192282,0,0
2021-01-30,Wales,W92000004,737,191677,0,0
2021-01-29,Wales,W92000004,546,190940,0,0
2021-01-28,Wales,W92000004,705,190394,0,0
2021-01-27,Wales,W92000004,537,189689,0,0
2021-01-26,Wales,W92000004,570,189152,0,0
2021-01-25,Wales,W92000004,872,188583,0,0
2021-01-24,Wales,W92000004,796,187711,0,0
2021-01-23,Wales,W92000004,1079,186915,0,0
2021-01-22,Wales,W92000004,801,185836,0,0
2021-01-21,Wales,W92000004,1153,185035,0,0
2021-01-20,Wales,W92000004,1283,183882,0,0
2021-01-19,Wales,W92000004,1106,182599,0,0
2021-01-18,Wales,W92000004,1332,181493,0,0
2021-01-17,Wales,W92000004,1172,180161,0,0
2021-01-16,Wales,W92000004,1129,178989,0,0
2021-01-15,Wales,W92000004,1808,177864,0,0
2021-01-14,Wales,W92000004,1644,176056,0,0
2021-01-13,Wales,W92000004,1533,174412,0,0
2021-01-12,Wales,W92000004,1332,172879,0,0
2021-01-11,Wales,W92000004,1793,171547,0,0
2021-01-10,Wales,W92000004,1660,169754,0,0
2021-01-09,Wales,W92000004,2373,168094,0,0
2021-01-08,Wales,W92000004,2487,165721,0,0
2021-01-07,Wales,W92000004,1718,163234,0,0
2021-01-06,Wales,W92000004,2238,161516,0,0
2021-01-05,Wales,W92000004,2069,159278,0,0
2021-01-04,Wales,W92000004,1898,157209,0,0
2021-01-03,Wales,W92000004,4011,155311,0,0
2021-01-02,Wales,W92000004,2764,151300,0,0
2021-01-01,Wales,W92000004,0,148537,0,0
2020-12-31,Wales,W92000004,1831,148537,0,0
2020-12-30,Wales,W92000004,2281,146706,0,0
2020-12-29,Wales,W92000004,2510,144425,0,0
2020-12-28,Wales,W92000004,2273,141915,0,0
2020-12-27,Wales,W92000004,4142,139642,0,0
2020-12-26,Wales,W92000004,2237,135500,0,0
2020-12-25,Wales,W92000004,0,133263,0,0
2020-12-24,Wales,W92000004,2161,133263,0,0
2020-12-23,Wales,W92000004,3013,131102,0,0
2020-12-22,Wales,W92000004,2761,128089,0,0
2020-12-21,Wales,W92000004,2563,125329,0,0
2020-12-20,Wales,W92000004,2334,122766,0,0
2020-12-19,Wales,W92000004,3065,120432,0,0
2020-12-18,Wales,W92000004,2801,117367,0,0
2020-12-17,Wales,W92000004,11468,114566,0,0
2020-12-16,Wales,W92000004,530,103098,0,0
2020-12-15,Wales,W92000004,615,102568,0,0
2020-12-14,Wales,W92000004,1228,101953,0,0
2020-12-13,Wales,W92000004,0,100725,0,0
2020-12-12,Wales,W92000004,2494,100725,0,0
2020-12-11,Wales,W92000004,2234,98232,0,0
2020-12-10,Wales,W92000004,1968,95998,0,0
2020-12-09,Wales,W92000004,2238,94030,0,0
2020-12-08,Wales,W92000004,780,91792,0,0
2020-12-07,Wales,W92000004,2021,91013,0,0
2020-12-06,Wales,W92000004,1916,88992,0,0
2020-12-05,Wales,W92000004,1645,87077,0,0
2020-12-04,Wales,W92000004,1471,85432,0,0
2020-12-03,Wales,W92000004,1473,83961,0,0
2020-12-02,Wales,W92000004,1480,82489,0,0
2020-12-01,Wales,W92000004,667,81009,0,0
2020-11-30,Wales,W92000004,802,80342,0,0
2020-11-29,Wales,W92000004,1004,79540,0,0
2020-11-28,Wales,W92000004,1445,78536,0,0
2020-11-27,Wales,W92000004,1105,77091,0,0
2020-11-26,Wales,W92000004,1251,75986,0,0
2020-11-25,Wales,W92000004,907,74735,0,0
2020-11-24,Wales,W92000004,595,73828,0,0
2020-11-23,Wales,W92000004,892,73233,0,0
2020-11-22,Wales,W92000004,808,72341,0,0
2020-11-21,Wales,W92000004,1016,71533,0,0
2020-11-20,Wales,W92000004,1020,70517,0,0
2020-11-19,Wales,W92000004,1048,69497,0,0
2020-11-18,Wales,W92000004,638,68449,0,0
2020-11-17,Wales,W92000004,705,67811,0,0
2020-11-16,Wales,W92000004,892,67106,0,0
2020-11-15,Wales,W92000004,1333,66214,0,0
2020-11-14,Wales,W92000004,933,64881,0,0
2020-11-13,Wales,W92000004,797,63948,0,0
2020-11-12,Wales,W92000004,867,63151,0,0
2020-11-11,Wales,W92000004,928,62284,0,0
2020-11-10,Wales,W92000004,444,61356,0,0
2020-11-09,Wales,W92000004,931,60912,0,0
2020-11-08,Wales,W92000004,744,59981,0,0
2020-11-07,Wales,W92000004,958,59237,0,0
2020-11-06,Wales,W92000004,1352,58279,0,0
2020-11-05,Wales,W92000004,1272,56927,0,0
2020-11-04,Wales,W92000004,1202,55658,0,0
2020-11-03,Wales,W92000004,1119,54456,0,0
2020-11-02,Wales,W92000004,1646,53337,0,0
2020-11-01,Wales,W92000004,819,51691,0,0
2020-10-31,Wales,W92000004,1301,50872,0,0
2020-10-30,Wales,W92000004,1737,49571,0,0
2020-10-29,Wales,W92000004,1375,47834,0,0
2020-10-28,Wales,W92000004,1414,46459,0,0
2020-10-27,Wales,W92000004,1207,45046,0,0
2020-10-26,Wales,W92000004,1158,43839,0,0
2020-10-25,Wales,W92000004,1104,42681,0,0
2020-10-24,Wales,W92000004,1324,41577,0,0
2020-10-23,Wales,W92000004,761,40253,0,0
2020-10-22,Wales,W92000004,1134,39491,0,0
2020-10-21,Wales,W92000004,962,38361,0,0
2020-10-20,Wales,W92000004,1148,37400,0,0
2020-10-19,Wales,W92000004,626,36253,0,0
2020-10-18,Wales,W92000004,950,35628,0,0
2020-10-17,Wales,W92000004,674,34679,0,0
2020-10-16,Wales,W92000004,979,34005,0,0
2020-10-15,Wales,W92000004,727,33041,0,0
2020-10-14,Wales,W92000004,946,32316,0,0
2020-10-13,Wales,W92000004,764,31370,0,0
2020-10-12,Wales,W92000004,487,30608,0,0
2020-10-11,Wales,W92000004,467,30121,0,0
2020-10-10,Wales,W92000004,627,29654,0,0
2020-10-09,Wales,W92000004,766,29028,0,0
2020-10-08,Wales,W92000004,638,28262,0,0
2020-10-07,Wales,W92000004,752,27624,0,0
2020-10-06,Wales,W92000004,425,26872,0,0
2020-10-05,Wales,W92000004,596,26447,0,0
2020-10-04,Wales,W92000004,432,25852,0,0
2020-10-03,Wales,W92000004,576,25420,0,0
2020-10-02,Wales,W92000004,462,24845,0,0
2020-10-01,Wales,W92000004,398,24383,0,0
2020-09-30,Wales,W92000004,388,23985,0,0
2020-09-29,Wales,W92000004,366,23597,0,0
2020-09-28,Wales,W92000004,286,23231,0,0
2020-09-27,Wales,W92000004,362,22945,0,0
2020-09-26,Wales,W92000004,370,22584,0,0
2020-09-25,Wales,W92000004,320,22215,0,0
2020-09-24,Wales,W92000004,348,21896,0,0
2020-09-23,Wales,W92000004,389,21548,0,0
2020-09-22,Wales,W92000004,281,21159,0,0
2020-09-21,Wales,W92000004,234,20878,0,0
2020-09-20,Wales,W92000004,199,20644,0,0
2020-09-19,Wales,W92000004,212,20445,0,0
2020-09-18,Wales,W92000004,185,20233,0,0
2020-09-17,Wales,W92000004,168,20048,0,0
2020-09-16,Wales,W92000004,199,19880,0,0
2020-09-15,Wales,W92000004,110,19681,0,0
2020-09-14,Wales,W92000004,183,19573,0,0
2020-09-13,Wales,W92000004,162,19390,0,0
2020-09-12,Wales,W92000004,164,19228,0,0
2020-09-11,Wales,W92000004,133,19064,0,0
2020-09-10,Wales,W92000004,102,18931,0,0
2020-09-09,Wales,W92000004,165,18829,0,0
2020-09-08,Wales,W92000004,150,18664,0,0
2020-09-07,Wales,W92000004,133,18514,0,0
2020-09-06,Wales,W92000004,98,18381,0,0
2020-09-05,Wales,W92000004,77,18283,0,0
2020-09-04,Wales,W92000004,51,18206,0,0
2020-09-03,Wales,W92000004,50,18155,0,0
2020-09-02,Wales,W92000004,42,18105,0,0
2020-09-01,Wales,W92000004,51,18063,0,0
2020-08-31,Wales,W92000004,39,18012,0,0
2020-08-30,Wales,W92000004,56,17973,0,0
2020-08-29,Wales,W92000004,40,17917,0,0
2020-08-28,Wales,W92000004,34,17877,0,0
2020-08-27,Wales,W92000004,35,17843,0,0
2020-08-26,Wales,W92000004,34,17808,0,0
2020-08-25,Wales,W92000004,28,17774,0,0
2020-08-24,Wales,W92000004,19,17746,0,0
2020-08-23,Wales,W92000004,20,17727,0,0
2020-08-22,Wales,W92000004,34,17707,0,0
2020-08-21,Wales,W92000004,34,17673,0,0
2020-08-20,Wales,W92000004,19,17639,0,0
2020-08-19,Wales,W92000004,21,17620,0,0
2020-08-18,Wales,W92000004,24,17599,0,0
2020-08-17,Wales,W92000004,14,17575,0,0
2020-08-16,Wales,W92000004,18,17561,0,0
2020-08-15,Wales,W92000004,27,17543,0,0
2020-08-14,Wales,W92000004,18,17516,0,0
2020-08-13,Wales,W92000004,15,17499,0,0
2020-08-12,Wales,W92000004,8,17484,0,0
2020-08-11,Wales,W92000004,13,17476,0,0
2020-08-10,Wales,W92000004,12,17463,0,0
2020-08-09,Wales,W92000004,26,17451,0,0
2020-08-08,Wales,W92000004,19,17425,0,0
2020-08-07,Wales,W92000004,17,17406,0,0
2020-08-06,Wales,W92000004,15,17389,0,0
2020-08-05,Wales,W92000004,14,17374,0,0
2020-08-04,Wales,W92000004,22,17361,0,0
2020-08-03,Wales,W92000004,24,17339,0,0
2020-08-02,Wales,W92000004,37,17315,0,0
2020-08-01,Wales,W92000004,21,17279,0,0
2020-07-31,Wales,W92000004,26,17258,0,0
2020-07-30,Wales,W92000004,9,17232,0,0
2020-07-29,Wales,W92000004,32,17223,0,0
2020-07-28,Wales,W92000004,21,17191,0,0
2020-07-27,Wales,W92000004,45,17170,0,0
2020-07-26,Wales,W92000004,22,17125,0,0
2020-07-25,Wales,W92000004,30,17105,0,0
2020-07-24,Wales,W92000004,45,17075,0,0
2020-07-23,Wales,W92000004,43,17030,0,0
2020-07-22,Wales,W92000004,22,16987,0,0
2020-07-21,Wales,W92000004,22,16965,0,0
2020-07-20,Wales,W92000004,15,16943,0,0
2020-07-19,Wales,W92000004,31,16928,0,0
2020-07-18,Wales,W92000004,10,16897,0,0
2020-07-17,Wales,W92000004,16,16887,0,0
2020-07-16,Wales,W92000004,18,16871,0,0
2020-07-15,Wales,W92000004,18,16854,0,0
2020-07-14,Wales,W92000004,21,16836,0,0
2020-07-13,Wales,W92000004,11,15973,0,0
2020-07-12,Wales,W92000004,16,15962,0,0
2020-07-11,Wales,W92000004,7,15946,0,0
2020-07-10,Wales,W92000004,10,15939,0,0
2020-07-09,Wales,W92000004,16,15929,0,0
2020-07-08,Wales,W92000004,13,15913,0,0
2020-07-07,Wales,W92000004,2,15900,0,0
2020-07-06,Wales,W92000004,8,15898,0,0
2020-07-05,Wales,W92000004,15,15890,0,0
2020-07-04,Wales,W92000004,34,15875,0,0
2020-07-03,Wales,W92000004,26,15841,0,0
2020-07-02,Wales,W92000004,41,15815,0,0
2020-07-01,Wales,W92000004,32,15775,0,0
2020-06-30,Wales,W92000004,26,15743,0,0
2020-06-29,Wales,W92000004,116,15717,0,0
2020-06-28,Wales,W92000004,25,15602,0,0
2020-06-27,Wales,W92000004,46,15577,0,0
2020-06-26,Wales,W92000004,65,15531,0,0
2020-06-25,Wales,W92000004,125,15466,0,0
2020-06-24,Wales,W92000004,47,15341,0,0
2020-06-23,Wales,W92000004,51,15295,0,0
2020-06-22,Wales,W92000004,71,15197,0,0
2020-06-21,Wales,W92000004,100,15126,0,0
2020-06-20,Wales,W92000004,25,15026,0,0
2020-06-19,Wales,W92000004,31,15001,0,0
2020-06-18,Wales,W92000004,48,14970,0,0
2020-06-17,Wales,W92000004,53,14922,0,0
2020-06-16,Wales,W92000004,65,14869,0,0
2020-06-15,Wales,W92000004,62,14804,0,0
2020-06-14,Wales,W92000004,39,14742,0,0
2020-06-13,Wales,W92000004,45,14703,0,0
2020-06-12,Wales,W92000004,77,14658,0,0
2020-06-11,Wales,W92000004,63,14581,0,0
2020-06-10,Wales,W92000004,38,14518,0,0
2020-06-09,Wales,W92000004,42,14480,0,0
2020-06-08,Wales,W92000004,42,14438,0,0
2020-06-07,Wales,W92000004,40,14396,0,0
2020-06-06,Wales,W92000004,42,14356,0,0
2020-06-05,Wales,W92000004,76,14314,0,0
2020-06-04,Wales,W92000004,35,14238,0,0
2020-06-03,Wales,W92000004,82,14203,0,0
2020-06-02,Wales,W92000004,67,14121,0,0
2020-06-01,Wales,W92000004,59,14054,0,0
2020-05-31,Wales,W92000004,82,13995,0,0
2020-05-30,Wales,W92000004,86,13913,0,0
2020-05-29,Wales,W92000004,102,13827,0,0
2020-05-28,Wales,W92000004,72,13725,0,0
2020-05-27,Wales,W92000004,97,13653,0,0
2020-05-26,Wales,W92000004,141,13556,0,0
2020-05-25,Wales,W92000004,106,13415,0,0
2020-05-24,Wales,W92000004,140,13309,0,0
2020-05-23,Wales,W92000004,185,13169,0,0
2020-05-22,Wales,W92000004,138,12984,0,0
2020-05-21,Wales,W92000004,166,12846,0,0
2020-05-20,Wales,W92000004,110,12680,0,0
2020-05-19,Wales,W92000004,166,12570,0,0
2020-05-18,Wales,W92000004,101,12404,0,0
2020-05-17,Wales,W92000004,162,12304,0,0
2020-05-16,Wales,W92000004,183,12142,0,0
2020-05-15,Wales,W92000004,126,11960,0,0
2020-05-14,Wales,W92000004,128,11834,0,0
2020-05-13,Wales,W92000004,133,11706,0,0
2020-05-12,Wales,W92000004,105,11573,0,0
2020-05-11,Wales,W92000004,124,11468,0,0
2020-05-10,Wales,W92000004,223,11344,0,0
2020-05-09,Wales,W92000004,118,11121,0,0
2020-05-08,Wales,W92000004,152,11003,0,0
2020-05-07,Wales,W92000004,87,10851,0,0
2020-05-06,Wales,W92000004,95,10764,0,0
2020-05-05,Wales,W92000004,145,10669,0,0
2020-05-04,Wales,W92000004,195,10524,0,0
2020-05-03,Wales,W92000004,174,10329,0,0
2020-05-02,Wales,W92000004,183,10155,0,0
2020-05-01,Wales,W92000004,160,9972,0,0
2020-04-30,Wales,W92000004,183,9812,0,0
2020-04-29,Wales,W92000004,117,9629,0,0
2020-04-28,Wales,W92000004,232,9512,0,0
2020-04-27,Wales,W92000004,203,9280,0,0
2020-04-26,Wales,W92000004,178,9078,0,0
2020-04-25,Wales,W92000004,299,8900,0,0
2020-04-24,Wales,W92000004,243,8601,0,0
2020-04-23,Wales,W92000004,234,8358,0,0
2020-04-22,Wales,W92000004,274,8124,0,0
2020-04-21,Wales,W92000004,304,7850,0,0
2020-04-20,Wales,W92000004,276,7546,0,0
2020-04-19,Wales,W92000004,334,7270,0,0
2020-04-18,Wales,W92000004,292,6936,0,0
2020-04-17,Wales,W92000004,244,6645,0,0
2020-04-16,Wales,W92000004,284,6401,0,0
2020-04-15,Wales,W92000004,272,6118,0,0
2020-04-14,Wales,W92000004,238,5848,0,0
2020-04-13,Wales,W92000004,313,5610,0,0
2020-04-12,Wales,W92000004,367,5297,0,0
2020-04-11,Wales,W92000004,340,4930,0,0
2020-04-10,Wales,W92000004,502,4591,0,0
2020-04-09,Wales,W92000004,16,4089,0,0
2020-04-08,Wales,W92000004,283,4073,0,0
2020-04-07,Wales,W92000004,291,3790,0,0
2020-04-06,Wales,W92000004,302,3499,0,0
2020-04-05,Wales,W92000004,344,3197,0,0
2020-04-04,Wales,W92000004,387,2853,0,0
2020-04-03,Wales,W92000004,345,2466,0,0
2020-04-02,Wales,W92000004,284,2121,0,0
2020-04-01,Wales,W92000004,274,1837,0,0
2020-03-31,Wales,W92000004,112,1563,0,0
2020-03-30,Wales,W92000004,210,1451,0,0
2020-03-29,Wales,W92000004,148,1241,0,0
2020-03-28,Wales,W92000004,172,1093,0,0
2020-03-27,Wales,W92000004,180,921,0,0
2020-03-26,Wales,W92000004,113,741,0,0
2020-03-25,Wales,W92000004,150,628,0,0
2020-03-24,Wales,W92000004,60,478,0,0
2020-03-23,Wales,W92000004,71,418,0,0
2020-03-22,Wales,W92000004,67,347,0,0
2020-03-21,Wales,W92000004,89,280,0,0
2020-03-20,Wales,W92000004,21,191,0,0
